METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61161;"{""coordinates"": [-123.11395114948549, 49.27878700520583], ""type"": ""Point""}";Downtown;560724
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61133;"{""coordinates"": [-123.11419529978242, 49.27862552552593], ""type"": ""Point""}";Downtown;560732
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61079;"{""coordinates"": [-123.11432094875931, 49.27854170110476], ""type"": ""Point""}";Downtown;560734
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61050;"{""coordinates"": [-123.1137767943848, 49.279077235666456], ""type"": ""Point""}";Downtown;560709
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61105;"{""coordinates"": [-123.1137767943848, 49.279077235666456], ""type"": ""Point""}";Downtown;560711
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61021;"{""coordinates"": [-123.1141589125677, 49.27882463386876], ""type"": ""Point""}";Downtown;560721
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;30 min;30 min;30 min;30 min;30 min;30 min;;No;60016;"{""coordinates"": [-123.11364851727969, 49.28754354910938], ""type"": ""Point""}";Downtown;020902
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;30 min;30 min;30 min;30 min;30 min;30 min;;No;60045;"{""coordinates"": [-123.11473653762229, 49.28785416551222], ""type"": ""Point""}";Downtown;020930
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;30 min;30 min;30 min;30 min;30 min;30 min;;No;60379;"{""coordinates"": [-123.11522888052666, 49.28798522994786], ""type"": ""Point""}";Downtown;020942
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63570;"{""coordinates"": [-123.13240246559431, 49.290809499438325], ""type"": ""Point""}";West End;201618
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64351;"{""coordinates"": [-123.11517762058094, 49.275559854939345], ""type"": ""Point""}";Downtown;280905
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64829;"{""coordinates"": [-123.11529056754179, 49.27547463882799], ""type"": ""Point""}";Downtown;280911
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63973;"{""coordinates"": [-123.11551568215185, 49.27530655479316], ""type"": ""Point""}";Downtown;280919
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54346;"{""coordinates"": [-123.06920371707398, 49.27398604612966], ""type"": ""Point""}";Grandview-Woodland;451703
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50667;"{""coordinates"": [-123.16477314588519, 49.26357888601945], ""type"": ""Point""}";Kitsilano;2M2509
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51406;"{""coordinates"": [-123.14474356018738, 49.26884390026673], ""type"": ""Point""}";Fairview;B31726
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50791;"{""coordinates"": [-123.1088663287752, 49.26752162589697], ""type"": ""Point""}";Mount Pleasant;B40135
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61874;"{""coordinates"": [-123.12306317131144, 49.277131343372], ""type"": ""Point""}";Downtown;150508
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64906;"{""coordinates"": [-123.12345248942844, 49.277381318062304], ""type"": ""Point""}";Downtown;150514
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53022;"{""coordinates"": [-123.1405448877074, 49.26533492806425], ""type"": ""Point""}";Fairview;B71526
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52063;"{""coordinates"": [-123.1425165736113, 49.265365525285326], ""type"": ""Point""}";Fairview;B71632
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51038;"{""coordinates"": [-123.20720618105487, 49.263722012458004], ""type"": ""Point""}";West Point Grey;D04422
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54860;"{""coordinates"": [-123.20481281681141, 49.26384011425187], ""type"": ""Point""}";West Point Grey;D04335
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;No;52154;"{""coordinates"": [-123.13871172531424, 49.262891076797665], ""type"": ""Point""}";Fairview;612515
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53850;"{""coordinates"": [-123.06916688714061, 49.27579491033881], ""type"": ""Point""}";Grandview-Woodland;1C1701
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50861;"{""coordinates"": [-123.06900083701755, 49.27579368732431], ""type"": ""Point""}";Grandview-Woodland;1C1707
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66194;"{""coordinates"": [-123.12517392640729, 49.27294548564136], ""type"": ""Point""}";Downtown;321336
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54606;"{""coordinates"": [-123.06981177791418, 49.266295994437556], ""type"": ""Point""}";Grandview-Woodland;6C2011
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52147;"{""coordinates"": [-123.14481773045068, 49.26539540652179], ""type"": ""Point""}";Fairview;B71720
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54047;"{""coordinates"": [-123.14602423546152, 49.265520990260825], ""type"": ""Point""}";Kitsilano;B71801
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51809;"{""coordinates"": [-123.20982372255727, 49.26391834058858], ""type"": ""Point""}";West Point Grey;D04509
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50495;"{""coordinates"": [-123.20998847865027, 49.2639211446192], ""type"": ""Point""}";West Point Grey;D04515
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50652;"{""coordinates"": [-123.15555933710021, 49.23769501530506], ""type"": ""Point""}";Arbutus-Ridge;935319
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50757;"{""coordinates"": [-123.10171791436304, 49.268177089749216], ""type"": ""Point""}";Mount Pleasant;A30114
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53270;"{""coordinates"": [-123.11736974747275, 49.26437770817623], ""type"": ""Point""}";Fairview;802314
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50981;"{""coordinates"": [-123.10171791436304, 49.268177089749216], ""type"": ""Point""}";Mount Pleasant;A30116
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51301;"{""coordinates"": [-123.07016711892543, 49.26864846440291], ""type"": ""Point""}";Grandview-Woodland;A21632
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51949;"{""coordinates"": [-123.07007507224154, 49.265928453062685], ""type"": ""Point""}";Grandview-Woodland;A51630
Single Motorbike;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;51979;"{""coordinates"": [-123.07013199693378, 49.26603905050131], ""type"": ""Point""}";Grandview-Woodland;A51699
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51413;"{""coordinates"": [-123.07036004779584, 49.26051128628189], ""type"": ""Point""}";Kensington-Cedar Cottage;C11629
Single;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51332;"{""coordinates"": [-123.07012909514756, 49.26050951971054], ""type"": ""Point""}";Kensington-Cedar Cottage;C11635
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52767;"{""coordinates"": [-123.15377425294749, 49.263743908266015], ""type"": ""Point""}";Kitsilano;302116
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54696;"{""coordinates"": [-123.14370477421407, 49.26359208784308], ""type"": ""Point""}";Fairview;301704
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51058;"{""coordinates"": [-123.12889193897553, 49.263809525362625], ""type"": ""Point""}";Fairview;852416
Single;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50128;"{""coordinates"": [-123.12885444252365, 49.264664291666335], ""type"": ""Point""}";Fairview;852310
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51103;"{""coordinates"": [-123.12905653558786, 49.264048254315256], ""type"": ""Point""}";Fairview;852405
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53172;"{""coordinates"": [-123.12906591602356, 49.263692393462016], ""type"": ""Point""}";Fairview;852417
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52327;"{""coordinates"": [-123.13409475515577, 49.26438316535922], ""type"": ""Point""}";Fairview;B81306
Single;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64553;"{""coordinates"": [-123.12120212639635, 49.27380033239622], ""type"": ""Point""}";Downtown;160132
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60759;"{""coordinates"": [-123.11505965990052, 49.275647081858395], ""type"": ""Point""}";Downtown;280903
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67210;"{""coordinates"": [-123.12508303718668, 49.27522649451462], ""type"": ""Point""}";Downtown;591230C
Single;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62553;"{""coordinates"": [-123.1210797732807, 49.273721383950694], ""type"": ""Point""}";Downtown;160130
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61804;"{""coordinates"": [-123.12582075485749, 49.278613064754914], ""type"": ""Point""}";Downtown;621104
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63666;"{""coordinates"": [-123.11485946711764, 49.27709985971096], ""type"": ""Point""}";Downtown;550819
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62240;"{""coordinates"": [-123.11508888890604, 49.27694739691308], ""type"": ""Point""}";Downtown;550827
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65044;"{""coordinates"": [-123.11603455514283, 49.27632079997244], ""type"": ""Point""}";Downtown;550909
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64504;"{""coordinates"": [-123.12417090143897, 49.27800037048199], ""type"": ""Point""}";Downtown;150613
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65826;"{""coordinates"": [-123.10772443820194, 49.27917879033249], ""type"": ""Point""}";Downtown;540615
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65822;"{""coordinates"": [-123.10772481555315, 49.27906797833646], ""type"": ""Point""}";Downtown;540619
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61047;"{""coordinates"": [-123.12391130593673, 49.277678963365275], ""type"": ""Point""}";Downtown;150604
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64039;"{""coordinates"": [-123.1248007500027, 49.27840772246487], ""type"": ""Point""}";Downtown;150701
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64261;"{""coordinates"": [-123.12493795233988, 49.27849627570245], ""type"": ""Point""}";Downtown;150707
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63758;"{""coordinates"": [-123.12529972134132, 49.27872880525345], ""type"": ""Point""}";Downtown;150715
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61186;"{""coordinates"": [-123.12503824710492, 49.278408293266594], ""type"": ""Point""}";Downtown;150708
Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64037;"{""coordinates"": [-123.12363163265157, 49.27957635609013], ""type"": ""Point""}";Downtown;140710
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65314;"{""coordinates"": [-123.12321214856017, 49.27947138961326], ""type"": ""Point""}";Downtown;140701
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65299;"{""coordinates"": [-123.12321214856017, 49.27947138961326], ""type"": ""Point""}";Downtown;140703
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62151;"{""coordinates"": [-123.12445199787383, 49.280275768294864], ""type"": ""Point""}";Downtown;140811
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63119;"{""coordinates"": [-123.1252522950039, 49.28079469007744], ""type"": ""Point""}";Downtown;140905
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62150;"{""coordinates"": [-123.12538453477345, 49.28088069349808], ""type"": ""Point""}";Downtown;140911
Single;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63058;"{""coordinates"": [-123.1378408281207, 49.288774487414514], ""type"": ""Point""}";West End;141720
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63017;"{""coordinates"": [-123.12291424433992, 49.272847120378444], ""type"": ""Point""}";Downtown;170130
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65017;"{""coordinates"": [-123.12409763670422, 49.27478978816815], ""type"": ""Point""}";Downtown;581221
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65016;"{""coordinates"": [-123.1243392795208, 49.274630763298234], ""type"": ""Point""}";Downtown;581227
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63691;"{""coordinates"": [-123.11454106983719, 49.27803251764893], ""type"": ""Point""}";Downtown;120113
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54325;"{""coordinates"": [-123.10939247280244, 49.26277111269245], ""type"": ""Point""}";Mount Pleasant;522506
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56555;"{""coordinates"": [-123.10148979300756, 49.25935998299914], ""type"": ""Point""}";Mount Pleasant;C30139
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;60822;"{""coordinates"": [-123.12322667199821, 49.273678581974536], ""type"": ""Point""}";Downtown;321233
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60203;"{""coordinates"": [-123.11896244535045, 49.278190332387375], ""type"": ""Point""}";Downtown;580909
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60676;"{""coordinates"": [-123.11908417067698, 49.27810812595048], ""type"": ""Point""}";Downtown;580913
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60892;"{""coordinates"": [-123.11932832663186, 49.277945924775125], ""type"": ""Point""}";Downtown;580921
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62779;"{""coordinates"": [-123.11977114562023, 49.27892976456959], ""type"": ""Point""}";Downtown;590903
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60895;"{""coordinates"": [-123.1200201019422, 49.278767655927346], ""type"": ""Point""}";Downtown;590909
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60004;"{""coordinates"": [-123.1204762332645, 49.27846283822356], ""type"": ""Point""}";Downtown;590927
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56608;"{""coordinates"": [-123.14586239109869, 49.26436153274442], ""type"": ""Point""}";Kitsilano;642405
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61610;"{""coordinates"": [-123.13898041015732, 49.28551098778196], ""type"": ""Point""}";West End;161609
Pay Station;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67826;"{""coordinates"": [-123.10929116990108, 49.278511999428005], ""type"": ""Point""}";Downtown;280613
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54114;"{""coordinates"": [-123.11806540256515, 49.26318000732198], ""type"": ""Point""}";Fairview;300610
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53748;"{""coordinates"": [-123.11824271397143, 49.263183064274216], ""type"": ""Point""}";Fairview;300612
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54203;"{""coordinates"": [-123.11841233107754, 49.263187208265016], ""type"": ""Point""}";Fairview;300618
