METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59892;"{""coordinates"": [-123.10415961078823, 49.26381511084392], ""type"": ""Point""}";Mount Pleasant;A80017C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59896;"{""coordinates"": [-123.10857758842671, 49.26389553555601], ""type"": ""Point""}";Mount Pleasant;B80133C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59896;"{""coordinates"": [-123.10758565426846, 49.26387357964824], ""type"": ""Point""}";Mount Pleasant;B80113C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59897;"{""coordinates"": [-123.10882492675881, 49.26378413111168], ""type"": ""Point""}";Mount Pleasant;B80136C
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;57921;"{""coordinates"": [-123.1102479047267, 49.26380528808786], ""type"": ""Point""}";Mount Pleasant;B80218C
Twin / Disability;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;$2.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;No;50463;"{""coordinates"": [-123.12051972484957, 49.26239292025677], ""type"": ""Point""}";Fairview;D00707
Twin / Disability;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;$2.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;No;50323;"{""coordinates"": [-123.12076024176856, 49.26239524175283], ""type"": ""Point""}";Fairview;D00713
Single / Disability;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;$2.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;No;50296;"{""coordinates"": [-123.12105913584926, 49.26239966944245], ""type"": ""Point""}";Fairview;D00715
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62394;"{""coordinates"": [-123.12324836757494, 49.28593363898792], ""type"": ""Point""}";Downtown;111101
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64974;"{""coordinates"": [-123.12336188536602, 49.28600717931792], ""type"": ""Point""}";Downtown;111105
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63992;"{""coordinates"": [-123.12336188536602, 49.28600717931792], ""type"": ""Point""}";Downtown;111107
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62481;"{""coordinates"": [-123.12360964991403, 49.286167406399855], ""type"": ""Point""}";Downtown;111113
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62512;"{""coordinates"": [-123.12385472781523, 49.28632491028928], ""type"": ""Point""}";Downtown;111121
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62505;"{""coordinates"": [-123.12397367717672, 49.2864031936423], ""type"": ""Point""}";Downtown;111125
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61971;"{""coordinates"": [-123.12421222995813, 49.286556925796226], ""type"": ""Point""}";Downtown;111133
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62510;"{""coordinates"": [-123.12421222995813, 49.286556925796226], ""type"": ""Point""}";Downtown;111135
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61490;"{""coordinates"": [-123.12432905824582, 49.28663340303121], ""type"": ""Point""}";Downtown;111137
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61925;"{""coordinates"": [-123.12576048751588, 49.28755904020591], ""type"": ""Point""}";Downtown;111207
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63801;"{""coordinates"": [-123.1260281424503, 49.28773168972886], ""type"": ""Point""}";Downtown;111215
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62503;"{""coordinates"": [-123.12641456560047, 49.287983339259746], ""type"": ""Point""}";Downtown;111225
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61981;"{""coordinates"": [-123.12653854605705, 49.28806309865109], ""type"": ""Point""}";Downtown;111229
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62009;"{""coordinates"": [-123.1270246303843, 49.288378565613606], ""type"": ""Point""}";Downtown;111303
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63859;"{""coordinates"": [-123.1270246303843, 49.288378565613606], ""type"": ""Point""}";Downtown;111305
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63943;"{""coordinates"": [-123.12740846671322, 49.2886256900695], ""type"": ""Point""}";Downtown;111317
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64917;"{""coordinates"": [-123.12780819289506, 49.28888456134646], ""type"": ""Point""}";Downtown;111329
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54809;"{""coordinates"": [-123.13837095621216, 49.26503792170095], ""type"": ""Point""}";Fairview;612306
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54950;"{""coordinates"": [-123.13837095621216, 49.26503792170095], ""type"": ""Point""}";Fairview;612308
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54922;"{""coordinates"": [-123.13837491028272, 49.26492817545952], ""type"": ""Point""}";Fairview;612312
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54866;"{""coordinates"": [-123.1383840154162, 49.264694379158975], ""type"": ""Point""}";Fairview;612320
Twin Bay Single;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60301;"{""coordinates"": [-123.11502146626401, 49.28575579481097], ""type"": ""Point""}";Downtown;620404
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61890;"{""coordinates"": [-123.12440878774525, 49.279550299481016], ""type"": ""Point""}";Downtown;621010
Twin Bay Single;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61675;"{""coordinates"": [-123.13093595760266, 49.280474439675714], ""type"": ""Point""}";West End;651134
Twin Bay Single;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60861;"{""coordinates"": [-123.11523460370621, 49.28173753678933], ""type"": ""Point""}";Downtown;590622
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65347;"{""coordinates"": [-123.10786728171546, 49.27968573343498], ""type"": ""Point""}";Downtown;400102
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56212;"{""coordinates"": [-123.10127353321671, 49.25951789481382], ""type"": ""Point""}";Mount Pleasant;512821
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57599;"{""coordinates"": [-123.10936343991115, 49.26586000362472], ""type"": ""Point""}";Mount Pleasant;522120
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56737;"{""coordinates"": [-123.13933896814304, 49.2696231598979], ""type"": ""Point""}";Fairview;B21526
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63740;"{""coordinates"": [-123.11843411010749, 49.2769151420417], ""type"": ""Point""}";Downtown;290930
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57103;"{""coordinates"": [-123.10475972755845, 49.264021260113005], ""type"": ""Point""}";Mount Pleasant;752318
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;69969;"{""coordinates"": [-123.13515972804616, 49.289991156460374], ""type"": ""Point""}";West End;211707
Pay Station;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;69965;"{""coordinates"": [-123.12961006133172, 49.2848202543269], ""type"": ""Point""}";West End;231206
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;69968;"{""coordinates"": [-123.13125058036327, 49.28587695458452], ""type"": ""Point""}";West End;231310
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;69967;"{""coordinates"": [-123.13537622727968, 49.288550515894045], ""type"": ""Point""}";West End;231622
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;69986;"{""coordinates"": [-123.1434184572408, 49.290950412752984], ""type"": ""Point""}";West End;242012
Twin;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64593;"{""coordinates"": [-123.12055596565216, 49.273387346525766], ""type"": ""Point""}";Downtown;160110
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56058;"{""coordinates"": [-123.1466661424734, 49.26361772701993], ""type"": ""Point""}";Kitsilano;301814
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65597;"{""coordinates"": [-123.12530804098239, 49.289631019916975], ""type"": ""Point""}";Downtown;061305
Twin;$6.00;$2.00;$6.00;$2.00;$6.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63614;"{""coordinates"": [-123.11116303886175, 49.283180420891036], ""type"": ""Point""}";Downtown;580402
Single;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61439;"{""coordinates"": [-123.1199154470978, 49.28009515658337], ""type"": ""Point""}";Downtown;600827
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56024;"{""coordinates"": [-123.14900987099128, 49.26385784162811], ""type"": ""Point""}";Kitsilano;301915
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56007;"{""coordinates"": [-123.14918569865375, 49.2638596746366], ""type"": ""Point""}";Kitsilano;301919
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67851;"{""coordinates"": [-123.10065898854549, 49.283987425716006], ""type"": ""Point""}";Downtown;010132C
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53617;"{""coordinates"": [-123.13830569590093, 49.26649396358664], ""type"": ""Point""}";Fairview;612104
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57038;"{""coordinates"": [-123.10182716325373, 49.255637178197006], ""type"": ""Point""}";Riley Park;C70134
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57042;"{""coordinates"": [-123.1013081039521, 49.25467949975617], ""type"": ""Point""}";Riley Park;C80145
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51573;"{""coordinates"": [-123.15511827242517, 49.27103919996333], ""type"": ""Point""}";Kitsilano;951621
Twin;$5.00;$6.00;$5.00;$6.00;$5.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50213;"{""coordinates"": [-123.15003224704371, 49.26817508925607], ""type"": ""Point""}";Kitsilano;B41943
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53517;"{""coordinates"": [-123.1170608053208, 49.264221055260755], ""type"": ""Point""}";Fairview;B80541
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53421;"{""coordinates"": [-123.15098878827999, 49.26801929668191], ""type"": ""Point""}";Kitsilano;B42008
Twin;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50242;"{""coordinates"": [-123.15168106386733, 49.26803056046908], ""type"": ""Point""}";Kitsilano;B42024
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51967;"{""coordinates"": [-123.12065052500581, 49.26416141238089], ""type"": ""Point""}";Fairview;B80714
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52231;"{""coordinates"": [-123.14453186519847, 49.26550091841297], ""type"": ""Point""}";Fairview;B71725
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;No;52809;"{""coordinates"": [-123.11044518448604, 49.26890542411067], ""type"": ""Point""}";Mount Pleasant;B20227
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54773;"{""coordinates"": [-123.11364182643426, 49.26708667928576], ""type"": ""Point""}";Mount Pleasant;B20422
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65121;"{""coordinates"": [-123.12241077646827, 49.289121661720216], ""type"": ""Point""}";Downtown;660301
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65949;"{""coordinates"": [-123.12241077646827, 49.289121661720216], ""type"": ""Point""}";Downtown;660303
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53315;"{""coordinates"": [-123.12422909530925, 49.26013462081089], ""type"": ""Point""}";Fairview;832808
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53371;"{""coordinates"": [-123.12423328261747, 49.260023318546295], ""type"": ""Point""}";Fairview;832812
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54707;"{""coordinates"": [-123.15844674781498, 49.23434346320932], ""type"": ""Point""}";Kerrisdale;955704
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50971;"{""coordinates"": [-123.15844674781498, 49.23434346320932], ""type"": ""Point""}";Kerrisdale;955706
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50999;"{""coordinates"": [-123.15860995992776, 49.23442340494582], ""type"": ""Point""}";Kerrisdale;955701
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51201;"{""coordinates"": [-123.13969931933579, 49.26963008284801], ""type"": ""Point""}";Fairview;B21536
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50291;"{""coordinates"": [-123.14121949646584, 49.269669163024155], ""type"": ""Point""}";Fairview;B21606
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54807;"{""coordinates"": [-123.10161731941571, 49.24718298497106], ""type"": ""Point""}";Riley Park;E70122
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52757;"{""coordinates"": [-123.15584153926001, 49.236405057911746], ""type"": ""Point""}";Arbutus-Ridge;H92102
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;69985;"{""coordinates"": [-123.14265947729103, 49.28912214015241], ""type"": ""Point""}";West End;361908
Twin;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65191;"{""coordinates"": [-123.11924496373773, 49.277236659564196], ""type"": ""Point""}";Downtown;570925
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60857;"{""coordinates"": [-123.12386136070357, 49.28861050378181], ""type"": ""Point""}";Downtown;081209
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50100;"{""coordinates"": [-123.1287575678214, 49.26355474202312], ""type"": ""Point""}";Fairview;301041
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51584;"{""coordinates"": [-123.12763449529314, 49.2633093934962], ""type"": ""Point""}";Fairview;301012
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52314;"{""coordinates"": [-123.12869575336458, 49.263346715766716], ""type"": ""Point""}";Fairview;301038
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51172;"{""coordinates"": [-123.12993600178994, 49.26354900612918], ""type"": ""Point""}";Fairview;301113
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51160;"{""coordinates"": [-123.1303012545635, 49.263555584067674], ""type"": ""Point""}";Fairview;301121
Twin;$4.00;$4.00;$4.00;$4.00;$4.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63240;"{""coordinates"": [-123.10877045466762, 49.283247022311556], ""type"": ""Point""}";Downtown;040142
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53087;"{""coordinates"": [-123.13066470518318, 49.263561515234684], ""type"": ""Point""}";Fairview;301129
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51850;"{""coordinates"": [-123.20805236350381, 49.263736512318125], ""type"": ""Point""}";West Point Grey;D04442
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50286;"{""coordinates"": [-123.20839001124592, 49.2637421465035], ""type"": ""Point""}";West Point Grey;D04448
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53268;"{""coordinates"": [-123.20982372255727, 49.26391834058858], ""type"": ""Point""}";West Point Grey;D04511
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51436;"{""coordinates"": [-123.20998847865027, 49.2639211446192], ""type"": ""Point""}";West Point Grey;D04513
