index,METERHEAD,R_MF_9A_6P,R_MF_6P_10,R_SA_9A_6P,R_SA_6P_10,R_SU_9A_6P,R_SU_6P_10,RATE_MISC,TIMEINEFFE,T_MF_9A_6P,T_MF_6P_10,T_SA_9A_6P,T_SA_6P_10,T_SU_9A_6P,T_SU_6P_10,TIME_MISC,CREDITCARD,PAY_PHONE,Geom,Geo Local Area,METERID,latln,level_0
2524,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52781,"{""coordinates"": [-123.1087816264082, 49.269402961486946], ""type"": ""Point""}",Mount Pleasant,"('B20141', 'B20139')","(49.269402961486946, -123.1087816264082)",1932.0
4622,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,56888,"{""coordinates"": [-123.03345714506023, 49.232588868394025], ""type"": ""Point""}",Killarney,"('7J5605', '7J5603')","(49.232588868394025, -123.03345714506023)",3517.0
6123,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52042,"{""coordinates"": [-123.11264476828407, 49.26681140401835], ""type"": ""Point""}",Mount Pleasant,"('792020', '792022')","(49.26681140401835, -123.11264476828407)",4629.0
1209,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54811,"{""coordinates"": [-123.13797881260153, 49.2644470458343], ""type"": ""Point""}",Fairview,"('B81430', 'B81432')","(49.2644470458343, -123.13797881260153)",890.0
4373,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51065,"{""coordinates"": [-123.10101892424763, 49.24740438765642], ""type"": ""Point""}",Riley Park,"('514204', '514202')","(49.24740438765642, -123.10101892424763)",3323.0
179,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65937,"{""coordinates"": [-123.12832860242732, 49.27712361862993], ""type"": ""Point""}",Downtown,"('621229', '621231')","(49.27712361862993, -123.12832860242732)",138.0
2265,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52416,"{""coordinates"": [-123.14339703862511, 49.26596594524204], ""type"": ""Point""}",Fairview,"('902207', '902205')","(49.26596594524204, -123.14339703862511)",1717.0
1176,Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64926,"{""coordinates"": [-123.12819416695412, 49.2873277357459], ""type"": ""Point""}",West End,"('670723', '670725')","(49.2873277357459, -123.12819416695412)",863.0
2640,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50557,"{""coordinates"": [-123.15891030556068, 49.23455933325735], ""type"": ""Point""}",Kerrisdale,"('K12206', 'K12204')","(49.23455933325735, -123.15891030556068)",2021.0
6321,Twin,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,51594,"{""coordinates"": [-123.06950868412501, 49.268990625875624], ""type"": ""Point""}",Grandview-Woodland,"('6C1714', '6C1716')","(49.268990625875624, -123.06950868412501)",4787.0
4384,Twin,$4.00,$6.00,$4.00,$6.00,$4.00,$6.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61642,"{""coordinates"": [-123.12649300848025, 49.28577600048459], ""type"": ""Point""}",West End,"('121149', '121151')","(49.28577600048459, -123.12649300848025)",3333.0
1692,Twin,$6.00,$3.00,$6.00,$3.00,$6.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50976,"{""coordinates"": [-123.14639499502003, 49.27116029599708], ""type"": ""Point""}",Kitsilano,"('941610', '941608')","(49.27116029599708, -123.14639499502003)",1265.0
1637,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,65780,"{""coordinates"": [-123.12224556394602, 49.27393616696659], ""type"": ""Point""}",Downtown,"('321211', '321209')","(49.27393616696659, -123.12224556394602)",1220.0
7702,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56509,"{""coordinates"": [-123.18728854800088, 49.26357791908976], ""type"": ""Point""}",West Point Grey,"('D03727', 'D03729')","(49.26357791908976, -123.18728854800088)",5905.0
7585,Twin,$2.00,$2.00,$2.00,$2.00,$2.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50508,"{""coordinates"": [-123.14328257971306, 49.26427058095723], ""type"": ""Point""}",Fairview,"('902406', '902408')","(49.26427058095723, -123.14328257971306)",5803.0
2066,Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61957,"{""coordinates"": [-123.12916237571699, 49.28732750312961], ""type"": ""Point""}",West End,"('121314', '121312')","(49.28732750312961, -123.12916237571699)",1558.0
648,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54066,"{""coordinates"": [-123.15314301383354, 49.26174911439909], ""type"": ""Point""}",Kitsilano,"('772701', '772703')","(49.26174911439909, -123.15314301383354)",426.0
223,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56017,"{""coordinates"": [-123.1515057200159, 49.263917787175416], ""type"": ""Point""}",Kitsilano,"('302019', '302017')","(49.263917787175416, -123.1515057200159)",174.0
747,Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51353,"{""coordinates"": [-123.12704652681583, 49.264271314274296], ""type"": ""Point""}",Fairview,"('B81006', 'B81004')","(49.264271314274296, -123.12704652681583)",509.0
1174,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,52122,"{""coordinates"": [-123.14389621626391, 49.268075419255865], ""type"": ""Point""}",Fairview,"('B41711', 'B41709')","(49.268075419255865, -123.14389621626391)",861.0
540,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,66193,"{""coordinates"": [-123.12483293954203, 49.272994167713854], ""type"": ""Point""}",Downtown,"('321328', '321326')","(49.272994167713854, -123.12483293954203)",339.0
1443,Twin,$6.00,$1.00,$6.00,$1.00,$6.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51644,"{""coordinates"": [-123.12905653558786, 49.264048254315256], ""type"": ""Point""}",Fairview,"('852407', '852405')","(49.264048254315256, -123.12905653558786)",1067.0
2321,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54058,"{""coordinates"": [-123.15428218153248, 49.263759791320616], ""type"": ""Point""}",Kitsilano,"('302128', '302126')","(49.263759791320616, -123.15428218153248)",1766.0
2153,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,3 Hr,,No,63117,"{""coordinates"": [-123.13363296119545, 49.27582607688958], ""type"": ""Point""}",Downtown,"('350914', '350916')","(49.27582607688958, -123.13363296119545)",1627.0
2579,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52740,"{""coordinates"": [-123.1528958421787, 49.26213693745141], ""type"": ""Point""}",Kitsilano,"('772620', '772622')","(49.26213693745141, -123.1528958421787)",1969.0
248,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,56572,"{""coordinates"": [-123.03294785212152, 49.23250195871755], ""type"": ""Point""}",Killarney,"('993376', '993378')","(49.23250195871755, -123.03294785212152)",194.0
3373,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52794,"{""coordinates"": [-123.1140820870538, 49.265686987790644], ""type"": ""Point""}",Mount Pleasant,"('B60420', 'B60422')","(49.265686987790644, -123.1140820870538)",2529.0
3951,Twin,$7.00,$1.00,$7.00,$1.00,$7.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50378,"{""coordinates"": [-123.12263686890702, 49.263253323914824], ""type"": ""Point""}",Fairview,"('300812', '300814')","(49.263253323914824, -123.12263686890702)",2991.0
4342,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,54467,"{""coordinates"": [-123.10730040384773, 49.263154156451016], ""type"": ""Point""}",Mount Pleasant,"('300105', '300107')","(49.263154156451016, -123.10730040384773)",3298.0
2561,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50169,"{""coordinates"": [-123.14027255702317, 49.2645934244047], ""type"": ""Point""}",Fairview,"('B81531', 'B81533')","(49.2645934244047, -123.14027255702317)",1962.0
870,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51292,"{""coordinates"": [-123.16972816849128, 49.26401713814658], ""type"": ""Point""}",Kitsilano,"('302832', '302830')","(49.26401713814658, -123.16972816849128)",607.0
3569,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52146,"{""coordinates"": [-123.20434537994146, 49.2636785873288], ""type"": ""Point""}",West Point Grey,"('D04326', 'D04328')","(49.2636785873288, -123.20434537994146)",2692.0
1959,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,64387,"{""coordinates"": [-123.11846875465343, 49.2746529248165], ""type"": ""Point""}",Downtown,"('281015', '281013')","(49.2746529248165, -123.11846875465343)",1468.0
2278,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56745,"{""coordinates"": [-123.14366809811398, 49.268826235652604], ""type"": ""Point""}",Fairview,"('B31708', 'B31706')","(49.268826235652604, -123.14366809811398)",1727.0
3024,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65577,"{""coordinates"": [-123.12778095650368, 49.29033402759305], ""type"": ""Point""}",Downtown,"('061423', '061421')","(49.29033402759305, -123.12778095650368)",2252.0
263,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56223,"{""coordinates"": [-123.09668988951711, 49.262867139989346], ""type"": ""Point""}",Mount Pleasant,"('310347', '310349')","(49.262867139989346, -123.09668988951711)",207.0
4042,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64036,"{""coordinates"": [-123.12493795233988, 49.27849627570245], ""type"": ""Point""}",Downtown,"('150705', '150707')","(49.27849627570245, -123.12493795233988)",3064.0
5005,Twin,$1.00,$2.00,$1.00,$2.00,$1.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54266,"{""coordinates"": [-123.06993961823501, 49.2597859609145], ""type"": ""Point""}",Kensington-Cedar Cottage,"('6C2715', '6C2717')","(49.2597859609145, -123.06993961823501)",3720.0
1178,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50853,"{""coordinates"": [-123.1363986733228, 49.26453572576433], ""type"": ""Point""}",Fairview,"('B81401', 'B81403')","(49.26453572576433, -123.1363986733228)",864.0
2431,Twin,$4.00,$4.00,$4.00,$4.00,$4.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54953,"{""coordinates"": [-123.10108868105652, 49.246319933436716], ""type"": ""Point""}",Riley Park,"('514310', '514312')","(49.246319933436716, -123.10108868105652)",1857.0
785,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54035,"{""coordinates"": [-123.1451967113237, 49.26456170497883], ""type"": ""Point""}",Fairview,"('B81732', 'B81730')","(49.26456170497883, -123.1451967113237)",540.0
1021,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65594,"{""coordinates"": [-123.12577866325951, 49.28961725874318], ""type"": ""Point""}",Downtown,"('061314', '061312')","(49.28961725874318, -123.12577866325951)",730.0
3568,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54351,"{""coordinates"": [-123.13796085137841, 49.26539974949482], ""type"": ""Point""}",Fairview,"('B71445', 'B71443')","(49.26539974949482, -123.13796085137841)",2691.0
457,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61078,"{""coordinates"": [-123.11370055796336, 49.27895222370387], ""type"": ""Point""}",Downtown,"('560714', '560716')","(49.27895222370387, -123.11370055796336)",268.0
2344,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56233,"{""coordinates"": [-123.10111671414091, 49.25594954043974], ""type"": ""Point""}",Riley Park,"('513220', '513218')","(49.25594954043974, -123.10111671414091)",1785.0
2273,Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51312,"{""coordinates"": [-123.07009028923156, 49.27300299420774], ""type"": ""Point""}",Grandview-Woodland,"('4C1632', '4C1630')","(49.27300299420774, -123.07009028923156)",1724.0
6549,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51699,"{""coordinates"": [-123.13475469729704, 49.263630137414054], ""type"": ""Point""}",Fairview,"('301317', '301319')","(49.263630137414054, -123.13475469729704)",4967.0
5784,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51087,"{""coordinates"": [-123.12843013218085, 49.263550285019846], ""type"": ""Point""}",Fairview,"('301035', '301033')","(49.263550285019846, -123.12843013218085)",4352.0
1487,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56037,"{""coordinates"": [-123.14688121734369, 49.26384427696718], ""type"": ""Point""}",Kitsilano,"('301821', '301819')","(49.26384427696718, -123.14688121734369)",1105.0
4008,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,63535,"{""coordinates"": [-123.1239051088833, 49.2778285599317], ""type"": ""Point""}",Downtown,"('150605', '150607')","(49.2778285599317, -123.1239051088833)",3036.0
6741,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50627,"{""coordinates"": [-123.15316146066783, 49.26128352477494], ""type"": ""Point""}",Kitsilano,"('772717', '772719')","(49.26128352477494, -123.15316146066783)",5127.0
1829,Twin,$5.00,$2.00,$5.00,$2.00,$5.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51928,"{""coordinates"": [-123.11736016026451, 49.264664512037434], ""type"": ""Point""}",Fairview,"('802310', '802308')","(49.264664512037434, -123.11736016026451)",1366.0
2286,Twin,$4.00,$2.00,$4.00,$2.00,$4.00,$2.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,61071,"{""coordinates"": [-123.12855800527852, 49.27962991660681], ""type"": ""Point""}",West End,"('641125', '641127')","(49.27962991660681, -123.12855800527852)",1734.0
2453,Twin,$1.00,$3.00,$1.00,$3.00,$1.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62007,"{""coordinates"": [-123.1316521473759, 49.28894550584337], ""type"": ""Point""}",West End,"('121512', '121510')","(49.28894550584337, -123.1316521473759)",1873.0
455,Twin,$3.00,$1.00,$3.00,$1.00,$3.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,65786,"{""coordinates"": [-123.13151109448474, 49.274451491836615], ""type"": ""Point""}",Downtown,"('350716', '350714')","(49.274451491836615, -123.13151109448474)",266.0
3385,Twin,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54751,"{""coordinates"": [-123.14687379917429, 49.270745495542734], ""type"": ""Point""}",Kitsilano,"('B11823', 'B11821')","(49.270745495542734, -123.14687379917429)",2540.0
1805,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,63401,"{""coordinates"": [-123.11848056905464, 49.27544716986886], ""type"": ""Point""}",Downtown,"('561008', '561006')","(49.27544716986886, -123.11848056905464)",1349.0
5311,Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52545,"{""coordinates"": [-123.15431410782773, 49.26824150151478], ""type"": ""Point""}",Kitsilano,"('B42131', 'B42129')","(49.26824150151478, -123.15431410782773)",3969.0
2977,Twin,$2.00,$4.00,$2.00,$4.00,$2.00,$4.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,56277,"{""coordinates"": [-123.15561313927957, 49.27165535316277], ""type"": ""Point""}",Kitsilano,"('982210', '982208')","(49.27165535316277, -123.15561313927957)",2211.0
7473,Twin,$4.00,$1.00,$4.00,$1.00,$4.00,$1.00,$2.00,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,62293,"{""coordinates"": [-123.11553525974408, 49.27773776313861], ""type"": ""Point""}",Downtown,"('560810', '560812')","(49.27773776313861, -123.11553525974408)",5707.0
1882,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,65381,"{""coordinates"": [-123.12593219489194, 49.28966278697272], ""type"": ""Point""}",Downtown,"('061316', '061318')","(49.28966278697272, -123.12593219489194)",1405.0
1440,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,57899,"{""coordinates"": [-123.10091962528347, 49.25978104457846], ""type"": ""Point""}",Mount Pleasant,"('512814', '512812')","(49.25978104457846, -123.10091962528347)",1064.0
1043,Twin,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,52241,"{""coordinates"": [-123.0694969563521, 49.270809209459976], ""type"": ""Point""}",Grandview-Woodland,"('6C1514', '6C1512')","(49.270809209459976, -123.0694969563521)",749.0
4108,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,57195,"{""coordinates"": [-123.18638945947154, 49.263410613843426], ""type"": ""Point""}",West Point Grey,"('D03706', 'D03708')","(49.263410613843426, -123.18638945947154)",3123.0
6795,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51764,"{""coordinates"": [-123.13533140406312, 49.265246972328654], ""type"": ""Point""}",Fairview,"('B71336', 'B71334')","(49.265246972328654, -123.13533140406312)",5174.0
6937,Twin,$4.00,$5.00,$4.00,$5.00,$4.00,$5.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,64158,"{""coordinates"": [-123.11665464295857, 49.278433108566915], ""type"": ""Point""}",Downtown,"('570817', '570819')","(49.278433108566915, -123.11665464295857)",5289.0
1718,Twin,$2.00,$3.00,$2.00,$3.00,$2.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,51934,"{""coordinates"": [-123.06922869650026, 49.27054785323497], ""type"": ""Point""}",Grandview-Woodland,"('8C1705', '8C1707')","(49.27054785323497, -123.06922869650026)",1287.0
2426,Twin,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,53099,"{""coordinates"": [-123.11036720663255, 49.2632251273062], ""type"": ""Point""}",Mount Pleasant,"('300215', '300217')","(49.2632251273062, -123.11036720663255)",1852.0
544,Twin,$3.00,$3.00,$3.00,$3.00,$3.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,60562,"{""coordinates"": [-123.12196987888622, 49.27657634822985], ""type"": ""Point""}",Downtown,"('150407', '150405')","(49.27657634822985, -123.12196987888622)",343.0
3425,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,54097,"{""coordinates"": [-123.16946667102904, 49.264176584263595], ""type"": ""Point""}",Kitsilano,"('302821', '302823')","(49.264176584263595, -123.16946667102904)",2572.0
2888,Twin,$2.00,$1.00,$2.00,$1.00,$2.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50481,"{""coordinates"": [-123.1166194783175, 49.26505702115062], ""type"": ""Point""}",Fairview,"('B70533', 'B70531')","(49.26505702115062, -123.1166194783175)",2143.0
6845,Twin,$4.00,$3.00,$4.00,$3.00,$4.00,$3.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,3 Hr,4 Hr,3 Hr,4 Hr,3 Hr,4 Hr,,No,60924,"{""coordinates"": [-123.12492766053136, 49.276234177623195], ""type"": ""Point""}",Downtown,"('160510', '160512')","(49.276234177623195, -123.12492766053136)",5212.0
1009,Twin,$5.00,$1.00,$5.00,$1.00,$5.00,$1.00,,METER IN EFFECT: 9:00 AM TO 10:00 PM,2 Hr,4 Hr,2 Hr,4 Hr,2 Hr,4 Hr,,No,50827,"{""coordinates"": [-123.12652523373558, 49.26185460411362], ""type"": ""Point""}",Fairview,"('842616', '842618')","(49.26185460411362, -123.12652523373558)",720.0
